"ID","Age","Gender","Education","Race","Income","Health","Q185","Q183","X0_5_95","X0_50_50","X0_10_90","X0_15_85","X0_20_80","X0_25_75","X0_30_70","X0_35_65","X0_40_60","X0_45_55","CT1","CT2","X0.5_5_95","X0.5_50_50","X0.5_10_90","X0.5_15_85","X0.5_20_80","X0.5_25_75","X0.5_30_70","X0.5_35_65","X0.5_40_60","X0.5_45_55","CT1.1","CT2.1","n0.5_5_95","n0.5_50_50","n0.5_10_90","n0.5_15_85","n0.5_20_80","n0.5_25_75","n0.5_30_70","n0.5_35_65","n0.5_40_60","n0.5_45_55","CT1.2","CT2.2","X5_5_95","X5_50_50","X5_10_90","X5_15_85","X5_20_80","X5_25_75","X5_30_70","X5_35_65","X5_40_60","X5_45_55","CT1.3","CT2.3","n5_5_95","n5_50_50","n5_10_90","n5_15_85","n5_20_80","n5_25_75","n5_30_70","n5_35_65","n5_40_60","n5_45_55","CT1.4","CT2.4","Q241","Q243","Q245","Q247","Q249","Q251","Q173","Q174","Q175","Q176","Q177","Q177_5_TEXT","Q178","Q179","Q179_6_TEXT","Q11","Q13","Q15","Q17","Q19","Q21","Q23","Q25","Q27","Q199_1","Q199_2","Q199_3","Q199_4","Q199_5","Q199_6","Q201_1","Q201_2","Q201_3","Q201_4","Q201_5","Q201_6","Q203_1","Q203_2","Q203_3","Q203_4","Q203_5","Q203_6","Q204_1","Q204_2","Q204_3","Q204_4","Q204_5","Q204_6","Q211","Q213","Q215","Q217","Q219","Q221","Q223","Q225_1","Q225_2","Q227","Q229","Q231","Q233","Q235","Q237","Q224","Q226","Q228","Q230","Q232","Q234","Q236","Q238","Q240","Q242","Q245.1"
107,63,"1","4","1","10","3","2","2","2","1","2","2","2","2","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","2","3","2","","","","","","","","","5","2","7","1","1","1,2,3","","1","","2","3","2","2","2","2","2","2","2","2","3","4","3","3","4","2","4","2","2","2","4","2","2","4","500","10","0.1","3","2","2%","2","10","100","80%","5","1","90%","64","2","4","4","4","4","4","3","3","3","3","3","1/1/56"
108,56,"2","2","1","7","4","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","1","1","1","1","1","1","1","1","2","1","5","5","5","5","5","2","","","","","","","","","4","2","7","1","1","4","","1","","4","2","3","4","4","3","2","1","2","2","2","3","2","1","1","1","2","2","1","2","3","2","2","2","500","10","1","3","2","1% in 5 years","1 in 50 in 10 years","1","10","80%","5","1","0","128","1","2","2","5","2","5","2","3","2","5","3","12/18/62"
109,54,"2","4","1","16","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","2","2","4","1","5","5","5","1","1","about 1000","2","1","","","","","2","3","5","2","","","","","","2","4","2","4","3","4","1","2","2","2","2","3","2","3","4","2","4","2","2","2","4","2","1","2","500","10","0.1","3","2","2% in 10 years","2/100 in ten years","10","100","cannot determine.  getting a disease does not mean death","5","1","50","64","3","2","3","3","4","5","5","5","5","4","4","2/14/64"
110,84,"1","4","1","5","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","1","1","1","2","5","5","4","5","4","4","1","2","3500","2","1","","","","","5","6","6","2","","","","","","4","2","3","2","4","2","2","3","2","2","3","3","3","2","2","2","1","4","1","4","2","4","3","2","500","10","1","2","1","2","2","10","100","80","5","1","not sure","24","2","3","3","3","3","3","3","4","3","4","3","10/6/77"
111,59,"2","4","2","7","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","3","5","4","3","3","3","1","many","1000","1","2","","","","","4","2","4","1","5","2,3,5","","1","","4","2","3","2","4","2","3","2","3","3","3","4","2","2","2","2","2","4","1","4","2","3","3","2","50","50","1","3","2","2","2","10","100","20","5","1","1 in 10","17","3","4","3","3","3","4","3","3","4","4","4","3/28/60"
112,34,"2","4","1","4","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","3","3","4","5","4","4","2","","","","","","","","","4","3","6","2","","","","","","2","2","2","2","2","2","1","2","2","2","1","4","1","2","2","2","1","4","2","3","1","2","1","2","500","10","0.1","3","2","2% in ten years or 1% in five years","1 in 50","10","100","80 out of 100","1","1","10%","64","1","4","3","3","3","4","4","3","4","3","3","9/17/84"
113,64,"2","5","1","9","5","1","2","2","1","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","2","2","1","I have no idea.  I have money in the market, and although I have an advisor, some investments have won and some have lost.","Overall I‰Ûªm ahead, but don‰Ûªt know what the win/loss numbers are.","2","2","","","","","4","4","7","2","","","","","","4","2","4","2","4","1","2","1","3","4","2","4","2","4","2","2","1","4","1","4","1","4","3","1","500","10","0.5","3","2","2%","2%","10","100","80%","5","1","90%","64","1","2","2","2","2","2","2","1","3","3","2","7/13/54"
114,34,"2","5","1","5","3","2","2","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","5","4","3","3","2","","","","","","","","","5","2","6","1","1","2","","1","","4","1","3","3","4","4","3","2","3","3","2","4","4","2","2","2","3","4","2","4","3","4","5","2","578","17","2","3","2","2% in 10 years","2 in 100","10","100","1 in 5","5","1","9","64","3","4","3","4","4","5","5","5","4","5","5","11/9/84"
115,75,"2","2","1","15","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","4","4","5","2","4","2","1","1","1000","4","1","","2","4","","3","1","7","2","","","","","","5","1","4","2","4","2","3","1","2","4","4","3","4","2","2","1","2","5","1","5","3","4","5","2","500","100","100","3","2","2","2","1","10","80","2","1","9%","64","1","1","1","1","1","1","2","1","1","5","5","4/15/44"
116,31,"2","2","1","4","5","1","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","5","3","5","1","3","3","2","","","","","","","","","7","1","7","2","","","","","","4","2","3","3","3","3","1","1","2","3","1","1","1","1","1","1","1","3","1","3","1","4","1","1","500","10","1","3","2","2","2","10","100","80","1","1","90","64","3","3","3","6","3","3","3","3","2","5","3","5/11/88"
117,34,"2","3","1","1","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","1","2","2","1","2","2","1","2","","","","","","","","","","","","","4","3","4","5","3","4","2","","","","","","","","","4","4","5","2","","","","","","1","2","3","3","4","4","3","3","4","4","5","5","2","3","3","4","4","5","3","4","4","3","4","4","50","19","50","2","3","10","50","50","100","20","10","1","9","5","2","3","5","4","3","5","4","2","3","4","3","10/3/84"
118,57,"2","1","1","3","5","2","2","","","","","","","","","","","","","1","2","1","2","1","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","2","","","","","","","","","1","1","7","2","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","5","1","1","4","5","5","2","2","20","200","10","10","10","10","2","10","10","3","1","1","1","1","1","1","1","1","1","1","3/26/62"
119,81,"2","2","1","3","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","2","4","4","2","4","2","2","","","","","","","","","7","1","7","2","","","","","","2","3","2","2","2","2","1","2","1","1","1","3","1","2","2","2","1","3","1","2","1","2","1","1","50","100","100","2","2","2%","2%","10","100","80","200","1","9","11","2","3","3","3","3","3","3","4","3","5","4","1/15/38"
120,78,"1","3","1","2","4","1","1","2","1","1","2","1","1","1","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","1","1","100","2","1","","2","4","","4","4","4","1","1","1","","1","","3","3","4","2","3","2","4","2","4","4","3","4","3","4","4","3","2","4","1","4","2","4","3","1","6","1","1","3","2","2","2","10","100","80%","5","1","hell i don't know","3","2","1","1","1","1","1","1","1","1","1","1","3/17/41"
121,50,"2","2","1","4","3","1","2","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","5","4","2","4","3","2","","","","","","","","","1","4","4","1","1","2","","1","","4","2","2","5","3","3","1","3","2","1","1","3","1","3","3","2","1","3","1","4","2","3","2","3","500","10","1","3","2","2","200","90","900","80","10","1","9","68","1","1","1","4","1","1","2","3","2","4","1","4/16/66"
122,54,"2","4","1","5","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","5","1","5","1","5","1","1","3","300","1","2","","","","","1","1","3","2","","","","","","4","2","4","2","4","2","2","2","2","3","4","2","2","2","2","2","2","4","1","4","2","4","3","1","50","0.01","1","3","1","2","2","10","100","80 percent","0.0005","1","10 percent of people","28","3","3","1","4","1","4","1","6","5","5","1","6/11/64"
123,37,"2","5","2","8","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","5","1","4","4","1","1","1","2","400","4","1","","2","2","","3","4","6","2","","","","","","2","3","2","4","3","4","2","4","2","2","3","2","1","2","2","5","3","3","3","2","3","2","1","5","330","4","2","1","2","2","1 in 50","10","100","not enough info","5","1","18 percent","128","3","5","3","4","3","4","4","5","4","4","4","08.08.1981"
124,60,"1","2","2","8","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","2","2","2","2","2","2","1","2","3","3","4","3","3","4","1","5","1000","4","1","","2","1","","4","5","6","1","3","2","","1","","3","3","3","3","3","3","2","2","4","3","4","4","4","4","4","4","3","4","1","4","3","4","4","2","500","5","1","3","2","2","2","10","100","20","1","1","5","4","1","2","2","3","3","2","2","3","4","3","3","11/19/58"
125,80,"2","3","1","7","4","1","2","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","5","2","4","2","2","","","","","","","","","4","4","4","2","","","","","","2","2","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","2","2","500","100","0.1","3","2","2%","2","10","100","80","1","1","10","64","3","3","3","3","3","3","3","3","3","3","3","05/02/1039"
126,44,"2","5","1","5","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","1","1","1","1","1","2","1","2","","","","","","","","","","","","","5","1","3","3","4","2","2","","","","","","","","","4","1","6","1","2","2","","1","","3","1","3","4","3","3","1","2","3","2","1","4","2","2","4","2","1","3","2","4","3","4","2","3","500","10","0.1","3","2","2%","1 in 50","10","100","80","5","1","18%","64","1","5","4","5","4","5","3","4","5","5","3","7/22/74"
127,37,"2","3","3","5","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","1","2","1","2","1","2","","","","","","","","","","","","","4","4","4","4","4","4","2","","","","","","","","","4","4","5","2","","","","","","2","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","3","2","1","2","2","3","2","1","0","0","0","3","1","0","0","1","1","10","0","1","5","5","2","1","1","1","1","1","1","1","1","1","1","4/12/82"
128,39,"1","4","2","5","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","5","5","4","4","1","2","1","4","200","5","2","","","","","5","1","4","2","","","","","","3","2","3","2","4","2","1","1","1","2","2","2","2","1","1","1","1","3","1","3","1","2","3","1","600","10","1","3","2","2%","1 in 50","10","100","20%","5","1","90","14","3","5","4","6","5","4","5","5","6","5","5","3/12/80"
129,79,"2","2","1","3","5","2","2","2","1","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","3","5","4","4","1","2","150","2","","","","","","1","2","7","2","","","","","","4","1","4","2","3","3","3","2","1","4","2","3","1","2","1","2","1","4","1","4","1","4","3","1","400","1","1","1","1","2%","2in 100","10","100","80%","1","1","1%","64","3","1","1","1","1","2","2","4","3","3","4","9/23/39"
130,79,"1","3","1","6","3","2","2","","","","","","","","","","","","","2","2","2","1","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","4","1","3","3","2","","","","","","","","","4","3","5","1","1","2","","1","","4","2","4","2","3","1","3","2","2","4","2","4","2","2","2","2","1","4","2","4","3","4","4","1","500","10","0.1","3","2","1% in 5 years","1 in 50 in 10 years","10","100","80","50","1","9  1. 82","64","1","1","1","2","1","2","1","3","1","4","1","7/24/39"
131,49,"2","3","1","5","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","4","2","4","5","3","4","2","","","","","","","","","1","3","5","2","","","","","","2","2","2","3","4","2","2","1","1","2","2","2","2","1","1","2","2","3","2","3","2","2","1","2","500","10","0.1","3","2","2%","2 in 100","10","100","80% if the disease in question is considered a death warrant, otherwise, this is not relevant math","5","1","50%","64","1","1","1","4","2","2","2","3","1","2","2","4/28/70"
132,73,"1","3","4","5","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","2","4","2","2","","","","","","","","","4","1","7","2","","","","","","3","2","4","2","3","1","3","2","3","2","4","2","2","2","3","1","2","4","1","4","3","3","4","5","600","450","1","3","3","0.5","4 in 100 ","10","100","20%","0.2","1","18/82","64","3","2","3","1","3","3","4","4","4","4","3","10/14/45"
133,68,"1","3","1","2","3","2","2","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","4","2","2","2","2","","","","","","","","","3","2","6","1","99","1,2,3,4,5","","1","","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2","4","2","3","2","1","500","10","0.1","3","2","2%","2","10","100","80%","5","1","90%","64","1","4","4","4","4","4","4","4","4","4","2","6/18/51"
134,52,"2","2","1","6","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","4","4","4","4","3","3","2","","","","","","","","","4","4","4","2","","","","","","3","2","3","2","3","2","2","2","2","4","2","2","2","2","2","2","2","3","1","4","2","3","2","2","500","10","100","3","2","2","2","10","100","80","10","1","50","14","2","2","2","3","3","2","2","3","2","3","3","3/20/67"
135,75,"1","4","1","6","5","2","1","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","5","5","5","1","1","1,100","2","1","","","","","2","2","7","1","3","2","","1","","5","1","3","2","4","1","3","1","2","4","2","4","1","4","2","1","1","5","1","5","1","5","2","1","500","10","1","3","2","2%","2%","10","100","80%","5","1","18%","64","3","1","1","1","1","1","1","1","1","4","1","10/17/43"
136,45,"2","2","1","2","5","2","2","2","1","2","2","2","2","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","2","","","","","","","","","3","2","5","2","","","","","","1","1","5","1","5","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1000","1","100","2","2","0","2 in 100","10","20","2","5","1","4","6","2","3","3","3","4","3","2","2","2","2","3","9/3/73"
